name,name1,nationality,nationality1,dob,dob1,occupation,occupation1
Mohi-Din Binhendi,Mohi-Din Binhendi,,,,,http://dbpedia.org/resource/President_(corporate_title),Director General of Dubai Civil Aviation Authority & President of Binhendi Enterprises
Mohi-Din Binhendi,Mohi-Din Binhendi,,,,,http://dbpedia.org/resource/Mohi-Din_Binhendi__PersonFunction__1,Director General of Dubai Civil Aviation Authority & President of Binhendi Enterprises
Chen Jianqiang,Chen Jianqiang,,,,,http://dbpedia.org/resource/Businessperson,http://dbpedia.org/resource/Businessperson
Chen Jianqiang,Chen Jianqiang,,,,,http://dbpedia.org/resource/Chen_Jianqiang__PersonFunction__1,http://dbpedia.org/resource/Businessperson
Anil Agarwal,Anil Agarwal,,,,,http://dbpedia.org/resource/Vedanta_Resources,Chairman of Vedanta Resources
Anil Agarwal,Anil Agarwal,,,,,http://dbpedia.org/resource/Anil_Agarwal_(industrialist)__PersonFunction__1,Chairman of Vedanta Resources
John Arrillaga,John Arrillaga,,,,,http://dbpedia.org/resource/John_Arrillaga__PersonFunction__1,Real estate developer
Ricardo Fernández Barrueco,Ricardo Fernández Barrueco,,,,,http://dbpedia.org/resource/Ricardo_Fernández_Barrueco__PersonFunction__1,Businessman
Timothy Boyle,Timothy Boyle,,,,,http://dbpedia.org/resource/Timothy_Boyle__PersonFunction__1,Businessman
Thomas Peterffy,Thomas Peterffy,,,,,http://dbpedia.org/resource/Interactive_Brokers,Founder and chairman of Interactive Brokers
Thomas Peterffy,Thomas Peterffy,,,,,http://dbpedia.org/resource/Thomas_Peterffy__PersonFunction__1,Founder and chairman of Interactive Brokers
Jon Stryker,Jon Stryker,,,,,http://dbpedia.org/resource/Arcus_Foundation,Activist
Jon Stryker,Jon Stryker,,,,,http://dbpedia.org/resource/Philanthropy,Activist
Jon Stryker,Jon Stryker,,,,,http://dbpedia.org/resource/Jon_Stryker__PersonFunction__1,Activist
Jon Stryker,Jon Stryker,,,,,http://dbpedia.org/resource/Arcus_Foundation,Philanthropist
Jon Stryker,Jon Stryker,,,,,http://dbpedia.org/resource/Philanthropy,Philanthropist
Jon Stryker,Jon Stryker,,,,,http://dbpedia.org/resource/Jon_Stryker__PersonFunction__1,Philanthropist
Jon Stryker,Jon Stryker,,,,,http://dbpedia.org/resource/Arcus_Foundation,President and Founder of the Arcus Foundation
Jon Stryker,Jon Stryker,,,,,http://dbpedia.org/resource/Philanthropy,President and Founder of the Arcus Foundation
Jon Stryker,Jon Stryker,,,,,http://dbpedia.org/resource/Jon_Stryker__PersonFunction__1,President and Founder of the Arcus Foundation
Sam Nazarian,Sam Nazarian,,,,,http://dbpedia.org/resource/SBE_Entertainment_Group,http://dbpedia.org/resource/SBE_Entertainment_Group
Sam Nazarian,Sam Nazarian,,,,,http://dbpedia.org/resource/Sam_Nazarian__PersonFunction__1,http://dbpedia.org/resource/SBE_Entertainment_Group
David I. Saperstein,David I. Saperstein,,,,,http://dbpedia.org/resource/David_I._Saperstein__PersonFunction__1,businessman
David Shou-Yeh Wong,David Shou-Yeh Wong,,,,,http://dbpedia.org/resource/Dah_Sing_Bank,Founder & Chairman
David Shou-Yeh Wong,David Shou-Yeh Wong,,,,,http://dbpedia.org/resource/David_Shou-Yeh_Wong__PersonFunction__1,Founder & Chairman
David Shou-Yeh Wong,David Shou-Yeh Wong,,,,,http://dbpedia.org/resource/Dah_Sing_Bank,Dah Sing Bank
David Shou-Yeh Wong,David Shou-Yeh Wong,,,,,http://dbpedia.org/resource/David_Shou-Yeh_Wong__PersonFunction__1,Dah Sing Bank
David Shou-Yeh Wong,David Shou-Yeh Wong,,,,,http://dbpedia.org/resource/Dah_Sing_Bank,Dah Sing Life Assurance
David Shou-Yeh Wong,David Shou-Yeh Wong,,,,,http://dbpedia.org/resource/David_Shou-Yeh_Wong__PersonFunction__1,Dah Sing Life Assurance
Diane Hendricks,Diane Hendricks,,,,,http://dbpedia.org/resource/ABC_Supply,"Co-founder and chair, ABC Supply"
Diane Hendricks,Diane Hendricks,,,,,http://dbpedia.org/resource/Diane_Hendricks__PersonFunction__1,"Co-founder and chair, ABC Supply"
Mian Muhammad Mansha,Mian Muhammad Mansha,,,,,http://dbpedia.org/resource/Mian_Muhammad_Mansha__PersonFunction__1,Chairman of Nishat Group
Mian Muhammad Mansha,Mian Muhammad Mansha,,,,,http://dbpedia.org/resource/Nishat_Group,Chairman of Nishat Group
Sir Michael Kadoorie,Sir Michael Kadoorie,,,,,http://dbpedia.org/resource/Michael_Kadoorie__PersonFunction__1,Businessman
Robert Addison Day,Robert Addison Day,,,,,http://dbpedia.org/resource/Robert_Addison_Day__PersonFunction__1,"Business executive, philanthropist"
Dean White,Dean White,,,,,http://dbpedia.org/resource/Dean_White_(businessman)__PersonFunction__1,Businessman
Denise DeBartolo York,Denise DeBartolo York,,,,,http://dbpedia.org/resource/Denise_DeBartolo_York__PersonFunction__1,Businesswoman
Martin Lee,Martin Lee,,,,,http://dbpedia.org/resource/Martin_Lee_Ka-shing__PersonFunction__1,Businessman
Martin Lee,李家誠,,,,,http://dbpedia.org/resource/Martin_Lee_Ka-shing__PersonFunction__1,Businessman
李家誠,Martin Lee,,,,,http://dbpedia.org/resource/Martin_Lee_Ka-shing__PersonFunction__1,Businessman
李家誠,李家誠,,,,,http://dbpedia.org/resource/Martin_Lee_Ka-shing__PersonFunction__1,Businessman
Masatoshi Ito,Masatoshi Ito,,,,,http://dbpedia.org/resource/Masatoshi_Ito__PersonFunction__1,Businessman
Mehmet Emin Karamehmet,Mehmet Emin Karamehmet,,,,,http://dbpedia.org/resource/Çukurova_Holding,Chairman of  Çukurova Holding
Mehmet Emin Karamehmet,Mehmet Emin Karamehmet,,,,,http://dbpedia.org/resource/Mehmet_Emin_Karamehmet__PersonFunction__1,Chairman of  Çukurova Holding
Barbara Davis,Barbara Davis,,,,,http://dbpedia.org/resource/Barbara_Davis__PersonFunction__1,Philanthropist
Kung Yan-sum,Kung Yan-sum,,,,,http://dbpedia.org/resource/Chinachem,Chairman of Chinachem Group
Kung Yan-sum,Kung Yan-sum,,,,,http://dbpedia.org/resource/Kung_Yan-sum__PersonFunction__1,Chairman of Chinachem Group
Ajay Kalsi,Ajay Kalsi,,,,,http://dbpedia.org/resource/Ajay_Kalsi__PersonFunction__1,Businessman
Alan I. Casden,Alan I. Casden,,,,,http://dbpedia.org/resource/Alan_Casden__PersonFunction__1,Real estate developer
Andrew Lim Tan,Andrew Lim Tan,,,,,http://dbpedia.org/resource/Real_estate,"Real estate, Retail investment"
Andrew Lim Tan,Andrew Lim Tan,,,,,http://dbpedia.org/resource/Andrew_Tan__PersonFunction__1,"Real estate, Retail investment"
Anita Zucker,Anita Zucker,,,,,http://dbpedia.org/resource/Anita_Zucker__PersonFunction__1,Businesswoman
Philip A. Falcone,Philip A. Falcone,,,,,http://dbpedia.org/resource/HC2_Holdings,CEO of HC2 Holdings
Philip A. Falcone,Philip A. Falcone,,,,,http://dbpedia.org/resource/Philip_Falcone__PersonFunction__1,CEO of HC2 Holdings
Guo Guangchang,Guo Guangchang,,,,,http://dbpedia.org/resource/Guo_Guangchang__PersonFunction__1,Businessman
Guo Guangchang,郭广昌,,,,,http://dbpedia.org/resource/Guo_Guangchang__PersonFunction__1,Businessman
郭广昌,Guo Guangchang,,,,,http://dbpedia.org/resource/Guo_Guangchang__PersonFunction__1,Businessman
郭广昌,郭广昌,,,,,http://dbpedia.org/resource/Guo_Guangchang__PersonFunction__1,Businessman
Noam Gottesman,Noam Gottesman,,,,,http://dbpedia.org/resource/Noam_Gottesman__PersonFunction__1,Hedge fund manager
Raymond Kwok Ping Luen,Raymond Kwok Ping Luen,,,,,http://dbpedia.org/resource/Sun_Hung_Kai_Properties,Chairman & managing director of Sun Hung Kai Properties
Raymond Kwok Ping Luen,Raymond Kwok Ping Luen,,,,,http://dbpedia.org/resource/Raymond_Kwok__PersonFunction__1,Chairman & managing director of Sun Hung Kai Properties
Wong Yip Yan,Wong Yip Yan,,,,,,
,,,,,,,
,Bakr bin Laden,,,,,,
Bakr bin Laden,,,,,,,
Bakr bin Laden,Bakr bin Laden,,,,,,
Hamed bin Zayed Al Nahyan,Hamed bin Zayed Al Nahyan,,,,,,
John Morgridge,John Morgridge,,,,,,
Michael Ying,Michael Ying,,,,,,
Susilo Wonowidjojo,Susilo Wonowidjojo,,,,,,
Charlie Zegar,Charlie Zegar,,,,,,
Suzlon Energy Ltd.,Suzlon Energy Ltd.,,,,,,
Zhang Jindong,Zhang Jindong,,,,,,
Victor Koo,Victor Koo,,,,,,
Florentino Pérez,Florentino Pérez,,,,,,
Lee Hysan,Lee Hysan,,,,,,
Ray Hunt,Ray Hunt,,,,,,
,Ahmet Çalık,,,,,http://dbpedia.org/resource/Çalık_Holding,"Chairman, Çalık Holding"
,Ahmet Çalık,,,,,http://dbpedia.org/resource/Ahmet_Çalık__PersonFunction__1,"Chairman, Çalık Holding"
,Koç,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Sokratis Kokkalis,Sokratis Kokkalis,http://dbpedia.org/resource/Greek_language,Greek,5/27/1939,5/27/1939,http://dbpedia.org/resource/Entrepreneurship,http://dbpedia.org/resource/Entrepreneur
Sokratis Kokkalis,Sokratis Kokkalis,http://dbpedia.org/resource/Greek_language,Greek,5/27/1939,5/27/1939,http://dbpedia.org/resource/Sokratis_Kokkalis__PersonFunction__1,http://dbpedia.org/resource/Entrepreneur
Tiunn Îng-huat / Chang Yung-fa,Tiunn Îng-huat / Chang Yung-fa,http://dbpedia.org/resource/Taiwan,http://dbpedia.org/resource/Republic_of_China,10/6/1927,10/6/1927,http://dbpedia.org/resource/Chang_Yung-fa__PersonFunction__1,Business executive
Alexander Mashkevich,Alexander Mashkevich,http://dbpedia.org/resource/Kazakhstan,http://dbpedia.org/resource/Kazakhstan,2/23/1954,2/23/1954,http://dbpedia.org/resource/Eurasian_Natural_Resources_Corporation,Major shareholder in Eurasian Natural Resources Corporation
Alexander Mashkevich,Alexander Mashkevich,http://dbpedia.org/resource/Kazakhstan,http://dbpedia.org/resource/Kazakhstan,2/23/1954,2/23/1954,http://dbpedia.org/resource/Alexander_Mashkevitch__PersonFunction__1,Major shareholder in Eurasian Natural Resources Corporation
Alexander Mashkevich,Alexander Mashkevich,http://dbpedia.org/resource/Israel,http://dbpedia.org/resource/Kazakhstan,2/23/1954,2/23/1954,http://dbpedia.org/resource/Eurasian_Natural_Resources_Corporation,Major shareholder in Eurasian Natural Resources Corporation
Alexander Mashkevich,Alexander Mashkevich,http://dbpedia.org/resource/Israel,http://dbpedia.org/resource/Kazakhstan,2/23/1954,2/23/1954,http://dbpedia.org/resource/Alexander_Mashkevitch__PersonFunction__1,Major shareholder in Eurasian Natural Resources Corporation
Alexander Mashkevich,Alexander Mashkevich,http://dbpedia.org/resource/Kazakhstan,Israeli,2/23/1954,2/23/1954,http://dbpedia.org/resource/Eurasian_Natural_Resources_Corporation,Major shareholder in Eurasian Natural Resources Corporation
Alexander Mashkevich,Alexander Mashkevich,http://dbpedia.org/resource/Kazakhstan,Israeli,2/23/1954,2/23/1954,http://dbpedia.org/resource/Alexander_Mashkevitch__PersonFunction__1,Major shareholder in Eurasian Natural Resources Corporation
Alexander Mashkevich,Alexander Mashkevich,http://dbpedia.org/resource/Israel,Israeli,2/23/1954,2/23/1954,http://dbpedia.org/resource/Eurasian_Natural_Resources_Corporation,Major shareholder in Eurasian Natural Resources Corporation
Alexander Mashkevich,Alexander Mashkevich,http://dbpedia.org/resource/Israel,Israeli,2/23/1954,2/23/1954,http://dbpedia.org/resource/Alexander_Mashkevitch__PersonFunction__1,Major shareholder in Eurasian Natural Resources Corporation
Alfonso Tiaoqui Yuchengco,Alfonso Tiaoqui Yuchengco,http://dbpedia.org/resource/Filipinos,Filipino,2/6/1923,2/6/1923,http://dbpedia.org/resource/Alfonso_Yuchengco__PersonFunction__1,"Accountant, businessman, diplomat"
Tsai Hong-tu,Tsai Hong-tu,http://dbpedia.org/resource/Taiwan,http://dbpedia.org/resource/Republic_of_China,8/1/1952,8/1/1952,http://dbpedia.org/resource/Tsai_Hong-tu__PersonFunction__1,"Businessperson, banker"
Robert Pritzker,Robert Pritzker,http://dbpedia.org/resource/United_States,http://dbpedia.org/resource/United_States,6/30/1926,6/30/1926,http://dbpedia.org/resource/Robert_Pritzker__PersonFunction__1,Businessman
Ron Joyce,Ron Joyce,http://dbpedia.org/resource/Canadians,http://dbpedia.org/resource/Canadians,10/19/1930,10/19/1930,http://dbpedia.org/resource/Ron_Joyce__PersonFunction__1,Entrepreneur and Philanthropist
Cher Wang,Cher Wang,http://dbpedia.org/resource/Taiwanese_people,Taiwanese,9/14/1958,9/14/1958,http://dbpedia.org/resource/Cher_Wang__PersonFunction__1,Entrepreneur
Cher Wang,Cher Wang,http://dbpedia.org/resource/Taiwanese_people,Taiwanese,9/14/1958,9/14/1958,http://dbpedia.org/resource/Entrepreneurship,Entrepreneur
Gerald Tsai Jr.,Gerald Tsai Jr.,http://dbpedia.org/resource/United_States,http://dbpedia.org/resource/United_States,3/10/1929,3/10/1929,http://dbpedia.org/resource/Investment_management,http://dbpedia.org/resource/Investment_management
Gerald Tsai Jr.,Gerald Tsai Jr.,http://dbpedia.org/resource/United_States,http://dbpedia.org/resource/United_States,3/10/1929,3/10/1929,http://dbpedia.org/resource/Gerald_Tsai__PersonFunction__1,http://dbpedia.org/resource/Investment_management
Haim Saban,Haim Saban,http://dbpedia.org/resource/United_States,"Israeli, American",10/15/1944,10/15/1944,http://dbpedia.org/resource/Haim_Saban__PersonFunction__1,"Businessman, investor; record, film & television producer"
Haim Saban,Haim Saban,http://dbpedia.org/resource/Israel,"Israeli, American",10/15/1944,10/15/1944,http://dbpedia.org/resource/Haim_Saban__PersonFunction__1,"Businessman, investor; record, film & television producer"
Hans Kristian Rausing,Hans Kristian Rausing,http://dbpedia.org/resource/Swedes,http://dbpedia.org/resource/Swedish_people,6/15/1963,6/15/1963,http://dbpedia.org/resource/Hans_Kristian_Rausing__PersonFunction__1,Philanthropist
Harry Sargeant III,Harry Sargeant III,http://dbpedia.org/resource/United_States,http://dbpedia.org/resource/United_States,12/30/1957,12/30/1957,http://dbpedia.org/resource/Harry_Sargeant_III__PersonFunction__1,Shipping
The Lord Paul,The Lord Paul,http://dbpedia.org/resource/British_Indians,http://dbpedia.org/resource/Indian_British,2/18/1931,2/18/1931,"http://dbpedia.org/resource/Swraj_Paul,_Baron_Paul__PersonFunction__1",Businessman
Ted Arison,Ted Arison,http://dbpedia.org/resource/United_States,http://dbpedia.org/resource/Mandatory_Palestine,2/24/1924,2/24/1924,http://dbpedia.org/resource/Ted_Arison__PersonFunction__1,"Businessman, soldier, sports team owner and Philanthropist"
Ted Arison,Ted Arison,http://dbpedia.org/resource/Mandatory_Palestine,http://dbpedia.org/resource/Mandatory_Palestine,2/24/1924,2/24/1924,http://dbpedia.org/resource/Ted_Arison__PersonFunction__1,"Businessman, soldier, sports team owner and Philanthropist"
Ted Arison,Ted Arison,http://dbpedia.org/resource/Israel,http://dbpedia.org/resource/Mandatory_Palestine,2/24/1924,2/24/1924,http://dbpedia.org/resource/Ted_Arison__PersonFunction__1,"Businessman, soldier, sports team owner and Philanthropist"
Ted Arison,Ted Arison,http://dbpedia.org/resource/United_States,American,2/24/1924,2/24/1924,http://dbpedia.org/resource/Ted_Arison__PersonFunction__1,"Businessman, soldier, sports team owner and Philanthropist"
Ted Arison,Ted Arison,http://dbpedia.org/resource/Mandatory_Palestine,American,2/24/1924,2/24/1924,http://dbpedia.org/resource/Ted_Arison__PersonFunction__1,"Businessman, soldier, sports team owner and Philanthropist"
Ted Arison,Ted Arison,http://dbpedia.org/resource/Israel,American,2/24/1924,2/24/1924,http://dbpedia.org/resource/Ted_Arison__PersonFunction__1,"Businessman, soldier, sports team owner and Philanthropist"
Ted Arison,Ted Arison,http://dbpedia.org/resource/United_States,Israeli,2/24/1924,2/24/1924,http://dbpedia.org/resource/Ted_Arison__PersonFunction__1,"Businessman, soldier, sports team owner and Philanthropist"
Ted Arison,Ted Arison,http://dbpedia.org/resource/Mandatory_Palestine,Israeli,2/24/1924,2/24/1924,http://dbpedia.org/resource/Ted_Arison__PersonFunction__1,"Businessman, soldier, sports team owner and Philanthropist"
Ted Arison,Ted Arison,http://dbpedia.org/resource/Israel,Israeli,2/24/1924,2/24/1924,http://dbpedia.org/resource/Ted_Arison__PersonFunction__1,"Businessman, soldier, sports team owner and Philanthropist"
Donald Pritzker,Donald Pritzker,http://dbpedia.org/resource/United_States,http://dbpedia.org/resource/United_States,10/31/1932,10/31/1932,http://dbpedia.org/resource/Donald_Pritzker__PersonFunction__1,Businessman
Juan Bautista Soler,Juan Bautista Soler,http://dbpedia.org/resource/Spain,http://dbpedia.org/resource/Spain,2/9/1956,2/9/1956,http://dbpedia.org/resource/Juan_Bautista_Soler__PersonFunction__1,Real estate developer
Kenneth Yen,Kenneth Yen,http://dbpedia.org/resource/Taiwan,http://dbpedia.org/resource/Republic_of_China,5/23/1965,5/23/1965,http://dbpedia.org/resource/Entrepreneurship,http://dbpedia.org/resource/Entrepreneur
Kenneth Yen,Kenneth Yen,http://dbpedia.org/resource/Taiwan,http://dbpedia.org/resource/Republic_of_China,5/23/1965,5/23/1965,http://dbpedia.org/resource/Kenneth_Yen__PersonFunction__1,http://dbpedia.org/resource/Entrepreneur
Vagit Alekperov,Vagit Alekperov,http://dbpedia.org/resource/Azerbaijanis,Azerbaijani,9/1/1950,9/1/1950,http://dbpedia.org/resource/Vagit_Alekperov__PersonFunction__1,Chairman of the supervisory board of Basic Element Company
Nimesh Kampani,Nimesh Kampani,http://dbpedia.org/resource/India,Indian,9/30/1946,9/30/1946,http://dbpedia.org/resource/Nimesh_Kampani__PersonFunction__1,http://dbpedia.org/resource/Investment_banker
Nimesh Kampani,Nimesh Kampani,http://dbpedia.org/resource/India,Indian,9/30/1946,9/30/1946,http://dbpedia.org/resource/Investment_banking,http://dbpedia.org/resource/Investment_banker
Otto Beisheim,Otto Beisheim,http://dbpedia.org/resource/Germans,German,1/3/1924,1/3/1924,http://dbpedia.org/resource/Otto_Beisheim__PersonFunction__1,Businessman
Carlos Lehder,Carlos Lehder,http://dbpedia.org/resource/German_nationality_law,http://dbpedia.org/resource/German_nationality_law,9/7/1949,9/7/1949,http://dbpedia.org/resource/Medellín_Cartel,"Drug trafficker Medellín Cartel,"
Carlos Lehder,Carlos Lehder,http://dbpedia.org/resource/Colombian_nationality_law,http://dbpedia.org/resource/German_nationality_law,9/7/1949,9/7/1949,http://dbpedia.org/resource/Medellín_Cartel,"Drug trafficker Medellín Cartel,"
Carlos Lehder,Carlos Lehder,http://dbpedia.org/resource/German_nationality_law,http://dbpedia.org/resource/Colombian_nationality_law,9/7/1949,9/7/1949,http://dbpedia.org/resource/Medellín_Cartel,"Drug trafficker Medellín Cartel,"
Carlos Lehder,Carlos Lehder,http://dbpedia.org/resource/Colombian_nationality_law,http://dbpedia.org/resource/Colombian_nationality_law,9/7/1949,9/7/1949,http://dbpedia.org/resource/Medellín_Cartel,"Drug trafficker Medellín Cartel,"
Victor Mykhailovych Pinchuk,Victor Mykhailovych Pinchuk,http://dbpedia.org/resource/Ukraine,Ukrainian,12/14/1960,12/14/1960,http://dbpedia.org/resource/Victor_Pinchuk__PersonFunction__1,Businessman
Silvio Santos,Silvio Santos,http://dbpedia.org/resource/Brazilians,http://dbpedia.org/resource/Brazilian_people,12/12/1930,12/12/1930,http://dbpedia.org/resource/Silvio_Santos__PersonFunction__1,"TV host, businessman"
Roberto Ongpin,Roberto Ongpin,http://dbpedia.org/resource/Philippines,http://dbpedia.org/resource/Philippines,1/6/1937,1/6/1937,http://dbpedia.org/resource/Roberto_Ongpin__PersonFunction__1,Businessman
Hisham Talat Moustafa,Hisham Talat Moustafa,http://dbpedia.org/resource/Egyptian_nationality_law,http://dbpedia.org/resource/Egyptian_nationality_law,12/12/1959,12/12/1959,,Businessman
Sir Francis Yeoh Sock Ping,Sir Francis Yeoh Sock Ping,http://dbpedia.org/resource/Malaysians,Malaysian,8/23/1954,8/23/1954,,Businessman
Stanley Ho,Stanley Ho,http://dbpedia.org/resource/Chinese_nationality_law,http://dbpedia.org/resource/Chinese_nationality_law,11/25/1921,11/25/1921,,Businessman
Stanley Ho,Stanley Ho,http://dbpedia.org/resource/Chinese_nationality_law,http://dbpedia.org/resource/Portuguese_nationality_law,11/25/1921,11/25/1921,,Businessman
Stanley Ho,Stanley Ho,http://dbpedia.org/resource/Portuguese_nationality_law,http://dbpedia.org/resource/Portuguese_nationality_law,11/25/1921,11/25/1921,,Businessman
Stanley Ho,Stanley Ho,http://dbpedia.org/resource/Portuguese_nationality_law,http://dbpedia.org/resource/Chinese_nationality_law,11/25/1921,11/25/1921,,Businessman
Sultan Ali Lakhani,Sultan Ali Lakhani,http://dbpedia.org/resource/Pakistanis,Pakistani,7/24/1948,7/24/1948,,Politician
Sultan Ali Lakhani,Sultan Ali Lakhani,http://dbpedia.org/resource/Pakistanis,Pakistani,7/24/1948,7/24/1948,,Businessman
Banharn Silpa-archa,Banharn Silpa-archa,http://dbpedia.org/resource/Thailand,http://dbpedia.org/resource/Thailand,8/19/1932,8/19/1932,,
Banharn Silpa-archa,บรรหาร ศิลปอาชา,http://dbpedia.org/resource/Thailand,http://dbpedia.org/resource/Thailand,8/19/1932,8/19/1932,,
บรรหาร ศิลปอาชา,Banharn Silpa-archa,http://dbpedia.org/resource/Thailand,http://dbpedia.org/resource/Thailand,8/19/1932,8/19/1932,,
บรรหาร ศิลปอาชา,บรรหาร ศิลปอาชา,http://dbpedia.org/resource/Thailand,http://dbpedia.org/resource/Thailand,8/19/1932,8/19/1932,,
Leon Levy,Leon Levy,http://dbpedia.org/resource/United_States,http://dbpedia.org/resource/United_States,9/13/1925,9/13/1925,,
Leslie Lewis Dan,Leslie Lewis Dan,http://dbpedia.org/resource/Canadians,http://dbpedia.org/resource/Canadians,11/26/1929,11/26/1929,,
Vladimir Sergeyevich Kim,Vladimir Sergeyevich Kim,http://dbpedia.org/resource/Kazakhstan,http://dbpedia.org/resource/Kazakhstan,10/29/1960,10/29/1960,,
,Renato Soru,http://dbpedia.org/resource/Italians,http://dbpedia.org/resource/Italians,8/6/1957,8/6/1957,,
Renato Soru,Renato Soru,http://dbpedia.org/resource/Italians,http://dbpedia.org/resource/Italians,8/6/1957,8/6/1957,,
Sidney Frank,Sidney Frank,http://dbpedia.org/resource/United_States,http://dbpedia.org/resource/United_States,10/2/1919,10/2/1919,,
Lorenzo Zambrano,Lorenzo Zambrano,http://dbpedia.org/resource/Mexico,Mexican,3/27/1944,3/27/1944,,
Khoo Teck Puat,Khoo Teck Puat,http://dbpedia.org/resource/Singaporeans,http://dbpedia.org/resource/Singaporean,1/13/1917,1/13/1917,,
Philippe Foriel-Destezet,Philippe Foriel-Destezet,http://dbpedia.org/resource/France,http://dbpedia.org/resource/France,9/12/1935,9/12/1935,,
,,http://dbpedia.org/resource/United_States,http://dbpedia.org/resource/United_States,1889-02-17,1889-02-17,http://dbpedia.org/resource/Petroleum_industry,http://dbpedia.org/resource/Petroleum_industry
,,http://dbpedia.org/resource/United_States,http://dbpedia.org/resource/United_States,1889-02-17,1889-02-17,http://dbpedia.org/resource/H._L._Hunt__PersonFunction__1,http://dbpedia.org/resource/Petroleum_industry
Ernesto Bertarelli,Ernesto Bertarelli,,Swiss,9/22/1965,9/22/1965,http://dbpedia.org/resource/Bertarelli_Foundation,"Chairman, Waypoint Capital Group; Co-Chair, Bertarelli Foundation"
Ernesto Bertarelli,Ernesto Bertarelli,,Swiss,9/22/1965,9/22/1965,http://dbpedia.org/resource/Ernesto_Bertarelli__PersonFunction__1,"Chairman, Waypoint Capital Group; Co-Chair, Bertarelli Foundation"
Alex Waislitz,Alex Waislitz,,Australian,2/16/1958,2/16/1958,http://dbpedia.org/resource/Alex_Waislitz__PersonFunction__1,Businessman
Alexander Knaster,Alexander Knaster,,British,2/19/1959,2/19/1959,http://dbpedia.org/resource/Alexander_Knaster__PersonFunction__1,Investment manager
Alexander Putilov,Alexander Putilov,,Czech,1/1/1952,1/1/1952,http://dbpedia.org/resource/Businessperson,http://dbpedia.org/resource/Businessperson
Alexander Putilov,Alexander Putilov,,Czech,1/1/1952,1/1/1952,http://dbpedia.org/resource/Alexander_Putilov__PersonFunction__1,http://dbpedia.org/resource/Businessperson
Alexey Mordashov,Alexey Mordashov,,Russian,9/26/1965,9/26/1965,http://dbpedia.org/resource/Alexei_Mordashov__PersonFunction__1,Businessman
Barbara Piasecka Johnson,Barbara Piasecka Johnson,,Polish,2/25/1937,2/25/1937,http://dbpedia.org/resource/Barbara_Piasecka_Johnson__PersonFunction__1,"Philanthropist, art collector"
Barbara Piasecka Johnson,Barbara Piasecka Johnson,,Polish,2/25/1937,2/25/1937,http://dbpedia.org/resource/Philanthropy,"Philanthropist, art collector"
Barry Lam,Barry Lam,,Taiwanese,4/24/1949,4/24/1949,http://dbpedia.org/resource/Barry_Lam__PersonFunction__1,Businessman
Clemmie Spangler,Clemmie Spangler,,American,4/5/1932,4/5/1932,http://dbpedia.org/resource/Clemmie_Spangler__PersonFunction__1,Businessman
Clive Palmer,Clive Palmer,,http://dbpedia.org/resource/Australians,3/26/1954,3/26/1954,http://dbpedia.org/resource/Mineralogy_(mining_company),http://dbpedia.org/resource/Company
